Reading isolectic sets from input file: /home/jdellert/synchro/arb/lty/smp-frontiers/experiments/breathing/francois2008-isolectic-areas.tsv
Will write semantic map in DOT format to output files with prefix /home/jdellert/synchro/arb/lty/smp-frontiers/experiments/breathing/francois2008
Extracted isolectic sets from 12 languages.
Proceeding to separating set size 0, 335 potentially deletable links left.
    successful independence test, link (BLOW,DIVINE BREATH) can be removed by conditioning on [INSPIRATION]
    successful independence test, link (BLOW,DIVINE BREATH) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW,DIVINE BREATH) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW,DIVINE BREATH) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW,DIVINE BREATH) can be removed by conditioning on [SCENT]
    successful independence test, link (BLOW,DIVINE BREATH) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW-SELF using the 19 neighbors of BLOW and SELF on connecting paths, forming 19 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW,SELF) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW,SELF) can be removed by conditioning on [BREATHE]
    successful independence test, link (BLOW,SELF) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW,SELF) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW,SELF) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW-INSPIRATION using the 17 neighbors of BLOW and INSPIRATION on connecting paths, forming 17 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW,INSPIRATION) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW,INSPIRATION) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BLOW,INSPIRATION) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (BLOW,INSPIRATION) can be removed by conditioning on [HEART]
    successful independence test, link (BLOW,INSPIRATION) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW,INSPIRATION) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW,INSPIRATION) can be removed by conditioning on [PRIDE]
    successful independence test, link (BLOW,INSPIRATION) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW,INSPIRATION) can be removed by conditioning on [SCENT]
    successful independence test, link (BLOW,INSPIRATION) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair MIND-TAKE A REST using the 21 neighbors of MIND and TAKE A REST on connecting paths, forming 21 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (MIND,TAKE A REST) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (MIND,TAKE A REST) can be removed by conditioning on [PAUSE FOR BREATH]
    successful independence test, link (MIND,TAKE A REST) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (MIND,TAKE A REST) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair DIVINE BREATH-MOOD using the 17 neighbors of DIVINE BREATH and MOOD on connecting paths, forming 17 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (DIVINE BREATH,MOOD) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (DIVINE BREATH,MOOD) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (DIVINE BREATH,MOOD) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (DIVINE BREATH,MOOD) can be removed by conditioning on [HEART]
    successful independence test, link (DIVINE BREATH,MOOD) can be removed by conditioning on [LIFE]
    successful independence test, link (DIVINE BREATH,MOOD) can be removed by conditioning on [MIND]
    successful independence test, link (DIVINE BREATH,MOOD) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (DIVINE BREATH,MOOD) can be removed by conditioning on [SCENT]
    successful independence test, link (DIVINE BREATH,MOOD) can be removed by conditioning on [SOUL]
    successful independence test, link (DIVINE BREATH,MOOD) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW (WIND)-SUPERNATURAL BEING using the 16 neighbors of BLOW (WIND) and SUPERNATURAL BEING on connecting paths, forming 16 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),SUPERNATURAL BEING) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW (WIND),SUPERNATURAL BEING) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BLOW (WIND),SUPERNATURAL BEING) can be removed by conditioning on [DIVINE BREATH]
    successful independence test, link (BLOW (WIND),SUPERNATURAL BEING) can be removed by conditioning on [HEART]
    successful independence test, link (BLOW (WIND),SUPERNATURAL BEING) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW (WIND),SUPERNATURAL BEING) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW (WIND),SUPERNATURAL BEING) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW (WIND),SUPERNATURAL BEING) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair DIVINE BREATH-SOUL using the 17 neighbors of DIVINE BREATH and SOUL on connecting paths, forming 17 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (DIVINE BREATH,SOUL) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (DIVINE BREATH,SOUL) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (DIVINE BREATH,SOUL) can be removed by conditioning on [BLOW (WIND)]
    successful independence test, link (DIVINE BREATH,SOUL) can be removed by conditioning on [HEART]
    successful independence test, link (DIVINE BREATH,SOUL) can be removed by conditioning on [LIFE]
    successful independence test, link (DIVINE BREATH,SOUL) can be removed by conditioning on [MIND]
    successful independence test, link (DIVINE BREATH,SOUL) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (DIVINE BREATH,SOUL) can be removed by conditioning on [SCENT]
    successful independence test, link (DIVINE BREATH,SOUL) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BLOW (WIND)-BREATHE using the 20 neighbors of BLOW (WIND) and BREATHE on connecting paths, forming 20 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [BLOW]
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [DIVINE BREATH]
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [HEART]
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [LIFE]
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [MIND]
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [PRIDE]
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [SCENT]
    successful independence test, link (BLOW (WIND),BREATHE) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair BREATHE-PRIDE using the 20 neighbors of BREATHE and PRIDE on connecting paths, forming 20 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (BREATHE,PRIDE) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (BREATHE,PRIDE) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (BREATHE,PRIDE) can be removed by conditioning on [BLOW]
    successful independence test, link (BREATHE,PRIDE) can be removed by conditioning on [HEART]
    successful independence test, link (BREATHE,PRIDE) can be removed by conditioning on [LIFE]
    successful independence test, link (BREATHE,PRIDE) can be removed by conditioning on [MIND]
    successful independence test, link (BREATHE,PRIDE) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (BREATHE,PRIDE) can be removed by conditioning on [SCENT]
    successful independence test, link (BREATHE,PRIDE) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair LIVING BEING-SELF using the 12 neighbors of LIVING BEING and SELF on connecting paths, forming 12 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (LIVING BEING,SELF) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (LIVING BEING,SELF) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (LIVING BEING,SELF) can be removed by conditioning on [LIFE]
    successful independence test, link (LIVING BEING,SELF) can be removed by conditioning on [MIND]
    successful independence test, link (LIVING BEING,SELF) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (LIVING BEING,SELF) can be removed by conditioning on [SOUL]
    successful independence test, link (LIVING BEING,SELF) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair ACT OF BREATHING-ONESELF using the 21 neighbors of ACT OF BREATHING and ONESELF on connecting paths, forming 21 separating set candidates
      Reduced link strength: 3.0
      Reduced link strength: 0.0
    successful independence test, link (ACT OF BREATHING,ONESELF) can be removed by conditioning on [MIND]
    successful independence test, link (ACT OF BREATHING,ONESELF) can be removed by conditioning on [PUFF OF BREATH]
    successful independence test, link (ACT OF BREATHING,ONESELF) can be removed by conditioning on [VITAL FORCE]
  Attempting to separate pair SELF-SUPERNATURAL BEING using the 11 neighbors of SELF and SUPERNATURAL BEING on connecting paths, forming 11 separating set candidates
      Reduced link strength: 0.0
    successful independence test, link (SELF,SUPERNATURAL BEING) can be removed by conditioning on [ACT OF BREATHING]
    successful independence test, link (SELF,SUPERNATURAL BEING) can be removed by conditioning on [AIR OR WIND]
    successful independence test, link (SELF,SUPERNATURAL BEING) can be removed by conditioning on [LIFE]
    successful independence test, link (SELF,SUPERNATURAL BEING) can be removed by conditioning on [MIND]
    successful independence test, link (SELF,SUPERNATURAL BEING) can be removed by conditioning on [PUFF OF BREATH]
